model,raw,reward,valid_word,consistent,repeated,solved,guess
pre_rl_sft,CLOUD,-0.06393442622950819,True,False,False,False,CLOUD
pre_rl_sft,BLOOMY,-0.25,False,False,False,False,
pre_rl_sft,BLUGH,-0.25,False,False,False,False,
pre_rl_sft,CRAWN,-0.25,False,False,False,False,
pre_rl_sft,CRANE,0.010802775024777014,True,False,False,False,CRANE
pre_rl_sft,GRANE,-0.25,False,False,False,False,
pre_rl_sft,BRANE,-0.25,False,False,False,False,
pre_rl_sft,CRAIN,-0.25,False,False,False,False,
pre_rl_sft,CRANE,0.24922497438836094,True,True,False,False,CRANE
pre_rl_sft,CHIEF,0.2398784981832745,True,True,False,False,CHIEF
pre_rl_sft,BLANK,0.22482176343822807,True,True,False,False,BLANK
pre_rl_sft,ALIEN,-0.09999999999999999,True,False,False,False,ALIEN
pre_rl_sft,ABIDE,-0.09999999999999999,True,False,False,False,ABIDE
pre_rl_sft,ADULT,0.020000000000000004,True,False,False,False,ADULT
pre_rl_sft,ANNOY,0.020000000000000004,True,False,False,False,ANNOY
pre_rl_sft,CRANE,0.248664281525952,True,True,False,False,CRANE
pre_rl_sft,CREAN,-0.25,False,False,False,False,
pre_rl_sft,CRANE,0.248664281525952,True,True,False,False,CRANE
pre_rl_sft,BRANE,-0.25,False,False,False,False,
pre_rl_sft,DAILY,0.04482758620689657,True,False,False,False,DAILY
pre_rl_sft,AVAIL,-0.09999999999999999,True,False,False,False,AVAIL
pre_rl_sft,CAVEY,-0.25,False,False,False,False,
pre_rl_sft,PANEL,-0.09999999999999999,True,False,False,False,PANEL
pre_rl_sft,WIDE,-0.25,False,False,False,False,
pre_rl_sft,TULNE,-0.25,False,False,False,False,
pre_rl_sft,MIDGE,0.020000000000000004,True,False,False,False,MIDGE
pre_rl_sft,PUNCH,0.05068493150684934,True,False,False,False,PUNCH
pre_rl_sft,CREPY,-0.25,False,False,False,False,
pre_rl_sft,BRAIN,0.08461538461538463,True,False,False,False,BRAIN
pre_rl_sft,CRANE,0.08461538461538463,True,False,False,False,CRANE
pre_rl_sft,FRAIL,-0.023076923076923064,True,False,False,False,FRAIL
pre_rl_sft,SWEAR,-0.08264150943396227,True,False,False,False,SWEAR
pre_rl_sft,CLONE,0.09325623519576427,True,False,False,False,CLONE
pre_rl_sft,CRISE,-0.25,False,False,False,False,
pre_rl_sft,DRANK,0.021521943439751653,True,False,False,False,DRANK
pre_rl_sft,PROOF,-0.09999999999999999,True,False,False,False,PROOF
pre_rl_sft,PROMO,-0.25,False,False,False,False,
pre_rl_sft,PROWN,-0.25,False,False,False,False,
pre_rl_sft,PROOF,-0.09999999999999999,True,False,False,False,PROOF
pre_rl_sft,CAMEL,0.09672131147540984,True,False,False,False,CAMEL
pre_rl_sft,GABLE,-0.25,False,False,False,False,
pre_rl_sft,DEATH,0.031506849315068516,True,False,False,False,DEATH
pre_rl_sft,DEBUT,0.031506849315068516,True,False,False,False,DEBUT
pre_rl_sft,CRANE,0.09905044510385759,True,False,False,False,CRANE
pre_rl_sft,FARCE,0.09905044510385759,True,False,False,False,FARCE
pre_rl_sft,SWEAK,-0.25,False,False,False,False,
pre_rl_sft,CRANE,0.09905044510385759,True,False,False,False,CRANE
pre_rl_sft,CRANE,0.24879978137253844,True,True,False,False,CRANE
pre_rl_sft,CRANE,0.24879978137253844,True,True,False,False,CRANE
pre_rl_sft,BRAIN,0.24198644818063825,True,True,False,False,BRAIN
pre_rl_sft,BASIC,0.2380641433901617,True,True,False,False,BASIC
pre_rl_sft,CAPER,-0.09999999999999999,True,False,False,False,CAPER
pre_rl_sft,TAREB,-0.25,False,False,False,False,
pre_rl_sft,TAREO,-0.25,False,False,False,False,
pre_rl_sft,TAREE,-0.25,False,False,False,False,
pre_rl_sft,GIRLY,0.01679247617869077,True,False,False,False,GIRLY
pre_rl_sft,CRANE,0.0950007714858818,True,False,False,False,CRANE
pre_rl_sft,CLINE,-0.25,False,False,False,False,
pre_rl_sft,FRADE,-0.25,False,False,False,False,
pre_rl_sft,CRANE,0.2496849043059971,True,True,False,False,CRANE
pre_rl_sft,CRANE,0.2496849043059971,True,True,False,False,CRANE
pre_rl_sft,BRAKE,0.2494987652696662,True,True,False,False,BRAKE
pre_rl_sft,CRANE,0.2496849043059971,True,True,False,False,CRANE
pre_rl_sft,CRANE,0.24879978137253844,True,True,False,False,CRANE
pre_rl_sft,BLOOD,0.24998925246610187,True,True,False,False,BLOOD
pre_rl_sft,CRANE,0.24879978137253844,True,True,False,False,CRANE
pre_rl_sft,BRANE,-0.25,False,False,False,False,
pre_rl_sft,BRANE,-0.25,False,False,False,False,
pre_rl_sft,BEGUN,0.248664281525952,True,True,False,False,BEGUN
pre_rl_sft,GAMMA,0.18121248406659202,True,True,False,False,GAMMA
pre_rl_sft,LYRIC,0.2460226482339251,True,True,False,False,LYRIC
pre_rl_sft,BASAL,0.2495917013827984,True,True,False,False,BASAL
pre_rl_sft,DRANK,0.24909891879564167,True,True,False,False,DRANK
pre_rl_sft,CRAZY,0.2488921698462015,True,True,False,False,CRAZY
pre_rl_sft,BRANE,-0.25,False,False,False,False,
pre_rl_sft,CRANE,0.24922497438836094,True,True,False,False,CRANE
pre_rl_sft,CHADEB,-0.25,False,False,False,False,
pre_rl_sft,BINGE,0.2475962719959196,True,True,False,False,BINGE
pre_rl_sft,CRANE,0.24922497438836094,True,True,False,False,CRANE
pre_rl_sft,CRAFT,0.23701744231495897,True,True,False,False,CRAFT
pre_rl_sft,CRANE,0.24490317025624891,True,True,False,False,CRANE
pre_rl_sft,CHRON,-0.25,False,False,False,False,
pre_rl_sft,CHARGE,-0.25,False,False,False,False,
pre_rl_sft,ROPEC,-0.25,False,False,False,False,
pre_rl_sft,PROVE,-0.03513513513513514,True,False,False,False,PROVE
pre_rl_sft,CREPE,-0.03513513513513514,True,False,False,False,CREPE
pre_rl_sft,DROTE,-0.25,False,False,False,False,
pre_rl_sft,BRAVO,0.24832767374772963,True,True,False,False,BRAVO
pre_rl_sft,DANGER,-0.25,False,False,False,False,
pre_rl_sft,BRAIN,0.24885565458719633,True,True,False,False,BRAIN
pre_rl_sft,CRANE,0.24985555367578033,True,True,False,False,CRANE
pre_rl_sft,CREAM,0.06478982205793866,True,False,False,False,CREAM
pre_rl_sft,RABID,-0.033743255113565046,True,False,False,False,RABID
pre_rl_sft,REACT,0.08546643655191209,True,False,False,False,REACT
pre_rl_sft,CREAN,-0.25,False,False,False,False,
pre_rl_sft,COULD,-0.09999999999999999,True,False,False,False,COULD
pre_rl_sft,CORNY,-0.09999999999999999,True,False,False,False,CORNY
pre_rl_sft,COURD,-0.25,False,False,False,False,
pre_rl_sft,CORNY,-0.09999999999999999,True,False,False,False,CORNY
pre_rl_sft,STALE,0.020000000000000004,True,False,False,False,STALE
pre_rl_sft,SALUTE,-0.25,False,False,False,False,
pre_rl_sft,SLAVE,-0.09999999999999999,True,False,False,False,SLAVE
pre_rl_sft,SLATE,-0.30000000000000004,True,False,True,False,SLATE
pre_rl_sft,CRAFT,0.08403619909502265,True,False,False,False,CRAFT
pre_rl_sft,CRANE,0.07774612782624178,True,False,False,False,CRANE
pre_rl_sft,CRANE,0.07774612782624178,True,False,False,False,CRANE
pre_rl_sft,CRANE,0.07774612782624178,True,False,False,False,CRANE
pre_rl_sft,CRANE,0.07774612782624178,True,False,False,False,CRANE
pre_rl_sft,CRANE,0.07774612782624178,True,False,False,False,CRANE
pre_rl_sft,CREAN,-0.25,False,False,False,False,
pre_rl_sft,CRANE,0.07774612782624178,True,False,False,False,CRANE
pre_rl_sft,FOLIO,0.04482758620689657,True,False,False,False,FOLIO
pre_rl_sft,DICTY,-0.25,False,False,False,False,
pre_rl_sft,TILID,-0.25,False,False,False,False,
pre_rl_sft,WITTY,0.08461538461538463,True,False,False,False,WITTY
pre_rl_sft,CRAFT,0.08918918918918921,True,False,False,False,CRAFT
pre_rl_sft,CRANE,0.08918918918918921,True,False,False,False,CRANE
pre_rl_sft,BRANE,-0.25,False,False,False,False,
pre_rl_sft,BRINE,-0.023076923076923064,True,False,False,False,BRINE
pre_rl_sft,BROWN,-0.09999999999999999,True,False,False,False,BROWN
pre_rl_sft,SERUM,-0.09999999999999999,True,False,False,False,SERUM
pre_rl_sft,AROSS,-0.25,False,False,False,False,
pre_rl_sft,BRASE,-0.25,False,False,False,False,
pre_rl_sft,CREP,-0.25,False,False,False,False,
pre_rl_sft,BRAIN,0.03724473257698542,True,False,False,False,BRAIN
pre_rl_sft,CRAZY,0.012432432432432458,True,False,False,False,CRAZY
pre_rl_sft,CRANE,0.07196996782266717,True,False,False,False,CRANE
pre_rl_sft,CRANE,0.24994955130701108,True,True,False,False,CRANE
pre_rl_sft,BRANE,-0.25,False,False,False,False,
pre_rl_sft,CRAZY,0.24899819103348964,True,True,False,False,CRAZY
pre_rl_sft,CRANE,0.24994955130701108,True,True,False,False,CRANE
pre_rl_sft,PIELM,-0.25,False,False,False,False,
pre_rl_sft,DIELY,-0.25,False,False,False,False,
pre_rl_sft,CIGLE,-0.25,False,False,False,False,
pre_rl_sft,PIELY,-0.25,False,False,False,False,
pre_rl_sft,CRANE,0.08461538461538463,True,False,False,False,CRANE
pre_rl_sft,CRIER,0.08461538461538463,True,False,False,False,CRIER
pre_rl_sft,CRANE,0.08461538461538463,True,False,False,False,CRANE
pre_rl_sft,CRANE,0.08461538461538463,True,False,False,False,CRANE
pre_rl_sft,BIRTH,0.08918918918918921,True,False,False,False,BIRTH
pre_rl_sft,DROOP,0.020000000000000004,True,False,False,False,DROOP
pre_rl_sft,DOWRY,-0.06393442622950819,True,False,False,False,DOWRY
pre_rl_sft,CORP,-0.25,False,False,False,False,
pre_rl_sft,BROAST,-0.25,False,False,False,False,
pre_rl_sft,ACORN,0.06000000000000004,True,False,False,False,ACORN
pre_rl_sft,ARDOR,-0.09999999999999999,True,False,False,False,ARDOR
pre_rl_sft,ABYSS,-0.09999999999999999,True,False,False,False,ABYSS
pre_rl_sft,BRUTE,0.24988061539035505,True,True,False,False,BRUTE
pre_rl_sft,BOWLY,-0.25,False,False,False,False,
pre_rl_sft,CREEP,0.22964792834384218,True,True,False,False,CREEP
pre_rl_sft,CRANE,0.248664281525952,True,True,False,False,CRANE
pre_rl_sft,FROUT,-0.25,False,False,False,False,
pre_rl_sft,CORUPO,-0.25,False,False,False,False,
pre_rl_sft,CRUEL,-0.09999999999999999,True,False,False,False,CRUEL
pre_rl_sft,WORTH,-0.09999999999999999,True,False,False,False,WORTH
pre_rl_sft,CRANE,0.06178631995477672,True,False,False,False,CRANE
pre_rl_sft,CRANE,0.06178631995477672,True,False,False,False,CRANE
pre_rl_sft,CRANE,0.06178631995477672,True,False,False,False,CRANE
pre_rl_sft,CRANE,0.06178631995477672,True,False,False,False,CRANE
pre_rl_sft,TRACE,-0.09999999999999999,True,False,False,False,TRACE
pre_rl_sft,CRATE,-0.09999999999999999,True,False,False,False,CRATE
pre_rl_sft,FRAME,2.3000000000000003,True,True,False,True,FRAME
pre_rl_sft,FRAME,2.3000000000000003,True,True,False,True,FRAME
pre_rl_sft,BRACE,-0.023076923076923064,True,False,False,False,BRACE
pre_rl_sft,BRAZE,-0.25,False,False,False,False,
pre_rl_sft,CRAZE,-0.09999999999999999,True,False,False,False,CRAZE
pre_rl_sft,CRAZE,-0.09999999999999999,True,False,False,False,CRAZE
pre_rl_sft,DRUNK,0.24998738663363806,True,True,False,False,DRUNK
pre_rl_sft,BLOOD,0.2021847318326736,True,True,False,False,BLOOD
pre_rl_sft,BRANE,-0.25,False,False,False,False,
pre_rl_sft,BRANE,-0.25,False,False,False,False,
pre_rl_sft,CRANE,0.2499455965480301,True,True,False,False,CRANE
pre_rl_sft,CREAN,-0.25,False,False,False,False,
pre_rl_sft,BRANE,-0.25,False,False,False,False,
pre_rl_sft,CRANE,0.2499455965480301,True,True,False,False,CRANE
pre_rl_sft,POOSE,-0.25,False,False,False,False,
pre_rl_sft,MUSHY,-0.09999999999999999,True,False,False,False,MUSHY
pre_rl_sft,FLOSH,-0.25,False,False,False,False,
pre_rl_sft,NOOSE,-0.09999999999999999,True,False,False,False,NOOSE
pre_rl_sft,BOOMY,-0.25,False,False,False,False,
pre_rl_sft,CHUCK,-0.09999999999999999,True,False,False,False,CHUCK
pre_rl_sft,LYMPH,0.020000000000000004,True,False,False,False,LYMPH
pre_rl_sft,FOLLY,0.020000000000000004,True,False,False,False,FOLLY
pre_rl_sft,CLANE,-0.25,False,False,False,False,
pre_rl_sft,CRANE,0.2493963473424844,True,True,False,False,CRANE
pre_rl_sft,CHUNK,0.2499853715541287,True,True,False,False,CHUNK
pre_rl_sft,CHARGE,-0.25,False,False,False,False,
pre_rl_sft,GRAPH,-0.30000000000000004,True,False,True,False,GRAPH
pre_rl_sft,GRAPH,-0.30000000000000004,True,False,True,False,GRAPH
pre_rl_sft,GRAPH,-0.30000000000000004,True,False,True,False,GRAPH
pre_rl_sft,GRAPH,-0.30000000000000004,True,False,True,False,GRAPH
pre_rl_sft,CREAN,-0.25,False,False,False,False,
pre_rl_sft,CREAT,-0.25,False,False,False,False,
pre_rl_sft,GRADE,-0.007583497053045174,True,False,False,False,GRADE
pre_rl_sft,CRANE,0.0990348525469169,True,False,False,False,CRANE
pre_rl_sft,GAVEL,-0.09999999999999999,True,False,False,False,GAVEL
pre_rl_sft,GAMME,-0.25,False,False,False,False,
pre_rl_sft,GAUTE,-0.25,False,False,False,False,
pre_rl_sft,GAUZE,-0.09999999999999999,True,False,False,False,GAUZE
pre_rl_sft,BRANE,-0.25,False,False,False,False,
pre_rl_sft,CRANE,0.248664281525952,True,True,False,False,CRANE
pre_rl_sft,DRONE,0.24919434507110844,True,True,False,False,DRONE
pre_rl_sft,DRAGON,-0.25,False,False,False,False,
pre_rl_sft,DRAIN,-0.03154362416107381,True,False,False,False,DRAIN
pre_rl_sft,CRAZE,0.09603960396039606,True,False,False,False,CRAZE
pre_rl_sft,TRANE,-0.25,False,False,False,False,
pre_rl_sft,RACER,0.09603960396039606,True,False,False,False,RACER
pre_rl_sft,BRANE,-0.25,False,False,False,False,
pre_rl_sft,CRANE,0.2499455965480301,True,True,False,False,CRANE
pre_rl_sft,CRANE,0.2499455965480301,True,True,False,False,CRANE
pre_rl_sft,CRANE,0.2499455965480301,True,True,False,False,CRANE
pre_rl_sft,PILOT,-0.30000000000000004,True,False,True,False,PILOT
pre_rl_sft,PHILL,-0.25,False,False,False,False,
pre_rl_sft,PINTO,0.020000000000000004,True,False,False,False,PINTO
pre_rl_sft,PULIN,-0.25,False,False,False,False,
pre_rl_sft,BUNNY,0.24998925246610187,True,True,False,False,BUNNY
pre_rl_sft,FROTH,0.23036331724066833,True,True,False,False,FROTH
pre_rl_sft,BLANKDDR,-0.25,False,False,False,False,
pre_rl_sft,BROOM,0.2070416156870531,True,True,False,False,BROOM
pre_rl_sft,CRANE,0.2496849043059971,True,True,False,False,CRANE
pre_rl_sft,CRAZE,0.24958060337194893,True,True,False,False,CRAZE
pre_rl_sft,CRANE,0.2496849043059971,True,True,False,False,CRANE
pre_rl_sft,BRANE,-0.25,False,False,False,False,
pre_rl_sft,LOTHY,-0.25,False,False,False,False,
pre_rl_sft,LUNSS,-0.25,False,False,False,False,
pre_rl_sft,CLOCK,-0.09999999999999999,True,False,False,False,CLOCK
pre_rl_sft,SHOCK,0.020000000000000004,True,False,False,False,SHOCK
pre_rl_sft,CLARE,-0.25,False,False,False,False,
pre_rl_sft,CRAZE,0.24979045265285527,True,True,False,False,CRAZE
pre_rl_sft,BUTCH,0.24926981169396462,True,True,False,False,BUTCH
pre_rl_sft,CRANE,0.24981349285910787,True,True,False,False,CRANE
pre_rl_sft,SHUNT,-0.06393442622950819,True,False,False,False,SHUNT
pre_rl_sft,SWUNG,-0.023076923076923064,True,False,False,False,SWUNG
pre_rl_sft,STUNA,-0.25,False,False,False,False,
pre_rl_sft,STOCK,0.08918918918918921,True,False,False,False,STOCK
pre_rl_sft,CRANE,0.24879978137253844,True,True,False,False,CRANE
pre_rl_sft,BRANE,-0.25,False,False,False,False,
pre_rl_sft,CRANE,0.24879978137253844,True,True,False,False,CRANE
pre_rl_sft,LYRIC,0.2460226482339251,True,True,False,False,LYRIC
pre_rl_sft,CORRO,-0.25,False,False,False,False,
pre_rl_sft,COURB,-0.25,False,False,False,False,
pre_rl_sft,BULKY,0.020000000000000004,True,False,False,False,BULKY
pre_rl_sft,TROUT,0.020000000000000004,True,False,False,False,TROUT
pre_rl_sft,CRANE,0.24980596162575958,True,True,False,False,CRANE
pre_rl_sft,DRONE,0.24970398236573205,True,True,False,False,DRONE
pre_rl_sft,BEGAN,0.24986838249434945,True,True,False,False,BEGAN
pre_rl_sft,CRANE,0.24980596162575958,True,True,False,False,CRANE
pre_rl_sft,CLARE,-0.25,False,False,False,False,
pre_rl_sft,CRANE,0.070728619358106,True,False,False,False,CRANE
pre_rl_sft,BRANE,-0.25,False,False,False,False,
pre_rl_sft,CRANE,0.070728619358106,True,False,False,False,CRANE
pre_rl_sft,CLADE,-0.25,False,False,False,False,
pre_rl_sft,BRANE,-0.25,False,False,False,False,
pre_rl_sft,CORNE,-0.25,False,False,False,False,
pre_rl_sft,CRANE,0.24999096904734275,True,True,False,False,CRANE
pre_rl_sft,CRANE,0.2496849043059971,True,True,False,False,CRANE
pre_rl_sft,LYRIC,0.24299826608436825,True,True,False,False,LYRIC
pre_rl_sft,LYRIC,0.24299826608436825,True,True,False,False,LYRIC
pre_rl_sft,BLOOD,0.24988650833298204,True,True,False,False,BLOOD
pre_rl_sft,FOGUE,-0.25,False,False,False,False,
pre_rl_sft,GOMET,-0.25,False,False,False,False,
pre_rl_sft,FEMMY,-0.25,False,False,False,False,
pre_rl_sft,HOMEN,-0.25,False,False,False,False,
pre_rl_sft,DUED,-0.25,False,False,False,False,
pre_rl_sft,LEVEN,-0.25,False,False,False,False,
pre_rl_sft,FLUED,-0.25,False,False,False,False,
pre_rl_sft,LEVEN,-0.25,False,False,False,False,
pre_rl_sft,CRANE,0.24879978137253844,True,True,False,False,CRANE
pre_rl_sft,CRAZE,0.24726735418930268,True,True,False,False,CRAZE
pre_rl_sft,CRANE,0.24879978137253844,True,True,False,False,CRANE
pre_rl_sft,CRANE,0.24879978137253844,True,True,False,False,CRANE
pre_rl_sft,PERCH,0.32,True,True,False,False,PERCH
pre_rl_sft,MERGY,-0.25,False,False,False,False,
pre_rl_sft,MERRY,-0.30000000000000004,True,False,True,False,MERRY
pre_rl_sft,MERRY,-0.30000000000000004,True,False,True,False,MERRY
pre_rl_sft,RANGY,-0.25,False,False,False,False,
pre_rl_sft,CRAZE,0.09699812382739213,True,False,False,False,CRAZE
pre_rl_sft,CRANE,0.09699812382739213,True,False,False,False,CRANE
pre_rl_sft,BRANE,-0.25,False,False,False,False,
pre_rl_sft,DRUSE,-0.25,False,False,False,False,
pre_rl_sft,DROSS,0.020000000000000004,True,False,False,False,DROSS
pre_rl_sft,BROSE,-0.25,False,False,False,False,
pre_rl_sft,BRUTE,-0.044000000000000004,True,False,False,False,BRUTE
pre_rl_sft,CRANE,0.2496849043059971,True,True,False,False,CRANE
pre_rl_sft,CYBER,0.24976607319052185,True,True,False,False,CYBER
pre_rl_sft,BRANE,-0.25,False,False,False,False,
pre_rl_sft,CRANE,0.2496849043059971,True,True,False,False,CRANE
pre_rl_sft,CRANE,0.24974907642558475,True,True,False,False,CRANE
pre_rl_sft,CRAWN,-0.25,False,False,False,False,
pre_rl_sft,CRENA,-0.25,False,False,False,False,
pre_rl_sft,BRANE,-0.25,False,False,False,False,
pre_rl_sft,SHARE,-0.30000000000000004,True,False,True,False,SHARE
pre_rl_sft,SHARE,-0.30000000000000004,True,False,True,False,SHARE
pre_rl_sft,SHARE,-0.30000000000000004,True,False,True,False,SHARE
pre_rl_sft,SHARE,-0.30000000000000004,True,False,True,False,SHARE
pre_rl_sft,CLEAR,-0.044000000000000004,True,False,False,False,CLEAR
pre_rl_sft,BIRTH,-0.044000000000000004,True,False,False,False,BIRTH
pre_rl_sft,DEART,-0.25,False,False,False,False,
pre_rl_sft,ALERT,-0.30000000000000004,True,False,True,False,ALERT
pre_rl_sft,CRANE,0.24879978137253844,True,True,False,False,CRANE
pre_rl_sft,CRAWN,-0.25,False,False,False,False,
pre_rl_sft,CRAZE,0.24726735418930268,True,True,False,False,CRAZE
pre_rl_sft,CRANE,0.24879978137253844,True,True,False,False,CRANE
pre_rl_sft,CRANE,-0.03154362416107381,True,False,False,False,CRANE
pre_rl_sft,BRANE,-0.25,False,False,False,False,
pre_rl_sft,BRINE,-0.07900552486187844,True,False,False,False,BRINE
pre_rl_sft,CRANE,-0.03154362416107381,True,False,False,False,CRANE
pre_rl_sft,SCOUT,-0.30000000000000004,True,False,True,False,SCOUT
pre_rl_sft,STOOP,0.020000000000000004,True,False,False,False,STOOP
pre_rl_sft,SPOOT,-0.25,False,False,False,False,
pre_rl_sft,SPOUT,0.32,True,True,False,False,SPOUT
pre_rl_sft,CRENA,-0.25,False,False,False,False,
pre_rl_sft,CRANE,0.3392722710163112,True,True,False,False,CRANE
pre_rl_sft,CRANE,0.3392722710163112,True,True,False,False,CRANE
pre_rl_sft,CRAIN,-0.25,False,False,False,False,
pre_rl_sft,BLOOD,-0.03513513513513514,True,False,False,False,BLOOD
pre_rl_sft,LIBEL,-0.09999999999999999,True,False,False,False,LIBEL
pre_rl_sft,LINTY,-0.25,False,False,False,False,
pre_rl_sft,LIBEL,-0.09999999999999999,True,False,False,False,LIBEL
pre_rl_sft,BLOOD,0.06000000000000004,True,False,False,False,BLOOD
pre_rl_sft,DOLLY,0.020000000000000004,True,False,False,False,DOLLY
pre_rl_sft,CLOUGH,-0.25,False,False,False,False,
pre_rl_sft,CLOTH,0.08918918918918921,True,False,False,False,CLOTH
pre_rl_sft,BRINE,0.01859190151005098,True,False,False,False,BRINE
pre_rl_sft,CRANE,0.04060668380462727,True,False,False,False,CRANE
pre_rl_sft,CREAN,-0.25,False,False,False,False,
pre_rl_sft,CRANE,0.04060668380462727,True,False,False,False,CRANE
pre_rl_sft,TAKEN,-0.30000000000000004,True,False,True,False,TAKEN
pre_rl_sft,TAKEA,-0.25,False,False,False,False,
pre_rl_sft,VALET,-0.09999999999999999,True,False,False,False,VALET
pre_rl_sft,DAVEE,-0.25,False,False,False,False,
pre_rl_sft,MULCO,-0.25,False,False,False,False,
pre_rl_sft,CHUMO,-0.25,False,False,False,False,
pre_rl_sft,BLOOD,0.020000000000000004,True,False,False,False,BLOOD
pre_rl_sft,DOLLY,0.07647058823529414,True,False,False,False,DOLLY
pre_rl_sft,DROIT,-0.30000000000000004,True,False,True,False,DROIT
pre_rl_sft,CROWD,-0.09999999999999999,True,False,False,False,CROWD
pre_rl_sft,CIRCA,-0.09999999999999999,True,False,False,False,CIRCA
pre_rl_sft,KRITI,-0.25,False,False,False,False,
pre_rl_sft,LYING,0.2499993282622106,True,True,False,False,LYING
pre_rl_sft,CRANE,0.2498351933456609,True,True,False,False,CRANE
pre_rl_sft,CRANE,0.2498351933456609,True,True,False,False,CRANE
pre_rl_sft,LYRIC,0.2498281087353999,True,True,False,False,LYRIC
pre_rl_sft,CLARE,-0.25,False,False,False,False,
pre_rl_sft,CRANE,0.06069698257543564,True,False,False,False,CRANE
pre_rl_sft,CRAFT,0.08403619909502265,True,False,False,False,CRAFT
pre_rl_sft,CRANE,0.06069698257543564,True,False,False,False,CRANE
post_grpo,BRANE,-0.25,False,False,False,False,
post_grpo,CRANE,0.0566055930568949,True,False,False,False,CRANE
post_grpo,CRIER,-0.025055762081784366,True,False,False,False,CRIER
post_grpo,CRANE,0.0566055930568949,True,False,False,False,CRANE
post_grpo,CRONY,-0.09999999999999999,True,False,False,False,CRONY
post_grpo,BROTH,-0.09999999999999999,True,False,False,False,BROTH
post_grpo,CORNY,-0.09999999999999999,True,False,False,False,CORNY
post_grpo,CROOK,-0.09999999999999999,True,False,False,False,CROOK
post_grpo,CLARE,-0.25,False,False,False,False,
post_grpo,GAMMA,0.2499993282622106,True,True,False,False,GAMMA
